,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
91,Bangui,Central African Republic,Africa,Low,Tropical,Africa,0.304556036,0.367787099,0.176233381,0.282626278,Very Low,0.380118704,0.421574899,0.316985863,Low,0.343234951,0.29867472,0.373634622,0.257119855,0.306857468,Low,0.331356776,0.382341047,0.277664395,Low,0.314525969
92,Banha,Egypt,Africa,High,Arid,Eastern Mediterranean,0.313211179,0.395373895,0.273848495,0.341612858,Low,0.371338562,0.423272975,0.3215071,Low,0.355414327,0.360917272,0.407104598,0.310812292,0.343774059,Low,0.35977179,0.405829818,0.309027461,Low,0.341426065
93,Banjarmasin,Indonesia,Asia,High,Tropical,South-East Asia,0.325767752,0.394581006,0.204242651,0.331563674,Low,0.346351267,0.444983588,0.314111641,Low,0.397752272,0.38994063,0.410767869,0.354541191,0.359912022,Low,0.367966962,0.397111975,0.333440162,Low,0.344838189
94,Baoding,China,Asia,High,Arid,Western Pacific,0.156441154,0.231931516,0.131692731,0.196596721,Exceptionally Low,0.249960484,0.317884406,0.215341684,Very Low,0.279891841,0.270939207,0.336661066,0.239938785,0.30808982,Low,0.2420804,0.298076859,0.219127079,Very Low,0.281194405
95,Baoji,China,Asia,High,Temperate,Western Pacific,0.163043353,0.197982181,0.142860414,0.172311078,Exceptionally Low,0.279640884,0.352622331,0.272136778,Low,0.362166874,0.303793578,0.349807711,0.304299743,0.351426517,Low,0.306925065,0.37792833,0.303735352,Low,0.392465675
96,Baotou,China,Asia,High,Arid,Western Pacific,0.107788845,0.156417388,0.101132497,0.145693229,Exceptionally Low,0.151853733,0.19863205,0.145846795,Exceptionally Low,0.192190608,0.162379251,0.227354329,0.150517678,0.214512332,Very Low,0.172880468,0.243999674,0.160601066,Very Low,0.227380698
97,Barcelona [Spain],Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Temperate,Americas,0.203367533,0.271989572,0.11523737,0.155922501,Exceptionally Low,0.241009738,0.302488656,0.148203009,Exceptionally Low,0.179014816,0.270824827,0.33911826,0.154989124,0.190118373,Exceptionally Low,0.294959997,0.336223815,0.167166047,Exceptionally Low,0.193035865
98,Barcelona [Venezuela],Spain,Europe,Very high,Arid,Europe,0.222697966,0.240300425,0.18764209,0.211435549,Very Low,0.269258431,0.292071345,0.235632635,Very Low,0.254468681,0.287971246,0.314825495,0.252853031,0.277028179,Very Low,0.273091568,0.301100107,0.235597536,Very Low,0.256421369
99,Bareilly,India,Asia,Medium,Temperate,South-East Asia,0.275415361,0.315940916,0.20706869,0.317142976,Low,0.329577556,0.383262622,0.329518746,Low,0.383398881,0.316733005,0.332157765,0.317718561,0.333915346,Low,0.315820894,0.40990984,0.316706344,Moderate,0.411726915
100,Barnaul,Russian Federation,Europe,Very high,Continental,Europe,0.24361842,0.350222529,0.18160348,0.344574659,Low,0.204236357,0.404837445,0.204869519,Moderate,0.406139696,0.252101533,0.363883797,0.252403365,0.364601778,Low,0.261845355,0.384422815,0.261614109,Low,0.384435813
101,Barquisimeto,Bolivarian Republic of Venezuela,Latin America and the Caribbean,High,Arid,Americas,0.142518843,0.169841433,0.143666459,0.17114715,Exceptionally Low,0.185674879,0.215066617,0.188276052,Very Low,0.218254807,0.198573578,0.225575926,0.201313215,0.22806634,Very Low,0.259094204,0.29046648,0.261348168,Very Low,0.292929079
102,Barranquilla,Colombia,Latin America and the Caribbean,High,Arid,Americas,0.248733519,0.270395295,0.234507013,0.254470697,Very Low,0.292441078,0.344475065,0.283983796,Low,0.333073014,0.290508036,0.358409077,0.285180966,0.351085048,Low,0.288541582,0.345500979,0.283085408,Low,0.338587726
103,Basra,Iraq,Asia,Medium,Arid,Eastern Mediterranean,0.075292971,0.085209278,0.061413172,0.064324253,Exceptionally Low,0.108145702,0.110583308,0.097806803,Exceptionally Low,0.100951485,0.091830343,0.104615806,0.084425373,0.096833669,Exceptionally Low,0.09405919,0.098023087,0.086888621,Exceptionally Low,0.091173823
104,Basti,India,Asia,Medium,Temperate,South-East Asia,0.257336654,0.358441943,0.227540101,0.35761125,Low,0.328196771,0.446092595,0.328457604,Moderate,0.446547059,0.359680939,0.46430298,0.360502608,0.466453345,Moderate,0.347230871,0.463360537,0.347907154,Moderate,0.463330179
105,Bata,Equatorial Guinea,Africa,Medium,Tropical,Africa,0.135818495,0.251130801,0.101999204,0.259224979,Very Low,0.209970855,0.327102403,0.162762928,Low,0.338582478,0.18699042,0.310904826,0.144939743,0.321734718,Low,0.21519122,0.292468803,0.166571463,Low,0.30273493
106,Batam City,Indonesia,Asia,High,Tropical,South-East Asia,0.155221693,0.16526238,0.117783683,0.166506417,Exceptionally Low,0.206137322,0.241934351,0.208771306,Very Low,0.245367337,0.249111633,0.285508272,0.252674915,0.289800468,Very Low,0.243106663,0.258963577,0.246798143,Very Low,0.262908385
107,Bauchi,Nigeria,Africa,Low,Tropical,Africa,0.212219943,0.318644703,0.194087266,0.318677875,Low,0.236812295,0.313203552,0.237126651,Low,0.313457094,0.239075113,0.339184194,0.238955137,0.339094454,Low,0.183470549,0.234517601,0.183600702,Very Low,0.234579184
108,Begusarai,India,Asia,Medium,Temperate,South-East Asia,0.306996166,0.365603543,0.298158983,0.363928168,Low,0.390989793,0.430971201,0.390645854,Moderate,0.429451512,0.381707385,0.435242311,0.381105188,0.434570066,Moderate,0.348610371,0.482690775,0.347433436,Moderate,0.481459765
109,Beihai,China,Asia,High,Temperate,Western Pacific,0.229237247,0.327551595,0.220140299,0.318469348,Low,0.290359994,0.329303269,0.278265159,Low,0.317001695,0.281144496,0.321631146,0.280241644,0.32290429,Low,0.302609772,0.345811399,0.306170325,Low,0.343817945
110,Beijing,China,Asia,High,Continental,Western Pacific,0.156223607,0.274058992,0.133954877,0.232984935,Very Low,0.262048196,0.352896241,0.234958892,Low,0.317861949,0.275450413,0.399133559,0.247582569,0.360492447,Low,0.271717805,0.345553677,0.24605821,Low,0.325975179
111,Beirut,Lebanon,Asia,High,Temperate,Eastern Mediterranean,0.184200794,0.226369111,0.093984982,0.138933995,Exceptionally Low,0.221277749,0.261008056,0.146698519,Exceptionally Low,0.176315325,0.227037692,0.265318511,0.148765528,0.173584511,Exceptionally Low,0.232544872,0.250535396,0.154645544,Exceptionally Low,0.172968442
112,Belagavi,India,Asia,Medium,Tropical,South-East Asia,0.26191759,0.293061087,0.130959667,0.293117432,Very Low,0.369117317,0.432105673,0.369259568,Moderate,0.431921912,0.329768194,0.371188409,0.247487655,0.371292123,Low,0.35478278,0.423708377,0.355359859,Moderate,0.424226915
113,Belém,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.294570818,0.334207002,0.239815772,0.272432385,Very Low,0.33970994,0.398774816,0.287710971,Low,0.339041186,0.341476595,0.394382519,0.290309801,0.336148176,Low,0.374256208,0.396147597,0.318435919,Low,0.338520473
114,Belgrade,Serbia,Europe,Very high,Temperate,Europe,0.251189316,0.393219564,0.236007016,0.369639677,Low,0.332853208,0.438999785,0.32088675,Moderate,0.422368369,0.326344865,0.458809294,0.315050723,0.445203394,Moderate,0.327457973,0.433601034,0.315780161,Moderate,0.421718147
115,Belize City,Belize,Latin America and the Caribbean,High,Tropical,Americas,0.244929353,0.268769818,0.246060756,0.270067866,Very Low,0.276757043,0.316662309,0.276822444,Low,0.316815366,0.277250668,0.300422428,0.276151814,0.298985807,Very Low,0.28703515,0.300669157,0.28610007,Very Low,0.299525779
116,Belo Horizonte,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.276733725,0.331161928,0.217090293,0.265951509,Very Low,0.298173291,0.348499662,0.241803477,Very Low,0.282683288,0.308782106,0.359527543,0.250653266,0.290419792,Very Low,0.298020143,0.352741833,0.243026451,Very Low,0.286421086
117,Bender,Moldova,Europe,High,Arid,Europe,0.317769414,0.445508861,0.234031073,0.443087976,Moderate,0.344005892,0.477859584,0.342352438,Moderate,0.475571033,0.289572903,0.40301907,0.287480545,0.400588397,Moderate,0.333966817,0.500769508,0.331985474,Moderate,0.4981904
118,Bengaluru,India,Asia,Medium,Tropical,South-East Asia,0.222239894,0.222279436,0.106874889,0.229928154,Very Low,0.297018609,0.37712747,0.306286396,Low,0.394756308,0.314490252,0.378196656,0.324251361,0.385942184,Low,0.278642833,0.303383781,0.289160167,Low,0.321612591
119,Bengbu,China,Asia,High,Temperate,Western Pacific,0.193647405,0.251586523,0.143179982,0.193037389,Exceptionally Low,0.241995735,0.294327205,0.200148936,Very Low,0.258624451,0.254901835,0.31746573,0.222489882,0.28722971,Very Low,0.206161144,0.314268422,0.184792578,Very Low,0.282599566
120,Beni,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.471060735,0.494915071,0.472467505,0.496546751,Moderate,0.496457774,0.539302162,0.497069699,High,0.541069669,0.443311823,0.508923937,0.442928827,0.509172945,High,0.449065802,0.477847016,0.448655829,Moderate,0.477809781
121,Benin City,Nigeria,Africa,Low,Tropical,Africa,0.279962965,0.304796941,0.201511119,0.288982167,Very Low,0.27622777,0.289607697,0.223024218,Low,0.349519606,0.270449953,0.388404424,0.272877865,0.385153408,Low,0.26390204,0.3415635,0.271593307,Low,0.333810809
122,Benxi,China,Asia,High,Continental,Western Pacific,0.136482799,0.282275537,0.12356131,0.258617636,Very Low,0.251033246,0.37988989,0.228185491,Low,0.343305339,0.214642081,0.4078718,0.192508719,0.364285131,Low,0.227690309,0.428200392,0.202546049,Low,0.385350193
123,Berhampore,India,Asia,Medium,Tropical,South-East Asia,0.312899258,0.439444226,0.296870715,0.436715092,Moderate,0.38702307,0.466790232,0.382112973,Moderate,0.464969034,0.40786773,0.443003161,0.406374333,0.43872097,Moderate,0.381302922,0.485765798,0.381189946,Moderate,0.490990477
124,Berlin,Germany,Europe,Very high,Continental,Europe,0.366110069,0.438950903,0.270926834,0.437652953,Moderate,0.341748202,0.443283433,0.338416971,Moderate,0.441161809,0.35882346,0.447886747,0.356278247,0.44669735,Moderate,0.315869651,0.425434014,0.312460397,Moderate,0.423727084
125,Bhadohi,India,Asia,Medium,Temperate,South-East Asia,0.259785372,0.38448337,0.235330155,0.333584111,Low,0.332888119,0.430439848,0.332482604,Moderate,0.431051981,0.408069562,0.474783039,0.407903653,0.473778178,Moderate,0.364158166,0.495681224,0.36417284,Moderate,0.494972843
126,Bhavnagar,India,Asia,Medium,Arid,South-East Asia,0.133992195,0.213753173,0.131089455,0.212764459,Very Low,0.202790443,0.24611175,0.202744307,Very Low,0.246521346,0.225106165,0.276921593,0.225257106,0.276621174,Very Low,0.20596066,0.257642098,0.205927567,Very Low,0.257333699
127,Bhind,India,Asia,Medium,Temperate,South-East Asia,0.271871469,0.389073098,0.204550575,0.389061863,Low,0.296108287,0.43296369,0.296970805,Moderate,0.433090448,0.291799631,0.413434539,0.29218899,0.414745048,Moderate,0.293397672,0.387115609,0.292969768,Low,0.385762724
128,Bhinga,India,Asia,Medium,Temperate,South-East Asia,0.293825264,0.420953873,0.202714646,0.378660766,Low,0.365058942,0.474547079,0.363134412,Moderate,0.472325226,0.423759676,0.542368273,0.420965267,0.538314862,High,0.281644813,0.374059863,0.281144335,Low,0.37146459
129,Bhopal,India,Asia,Medium,Tropical,South-East Asia,0.230518687,0.320109435,0.22036548,0.320799375,Low,0.282269926,0.324765521,0.282607605,Low,0.325505726,0.299315,0.362078104,0.300091886,0.363022096,Low,0.304435341,0.358794733,0.30494098,Low,0.359493237
130,Bhubaneshwar,India,Asia,Medium,Tropical,South-East Asia,0.306009799,0.458844191,0.279765708,0.454762754,Moderate,0.360623424,0.410368908,0.356101449,Moderate,0.401757931,0.390652989,0.473390921,0.38740497,0.468260654,Moderate,0.358397658,0.455512864,0.354273499,Moderate,0.449067237
131,Bihar Sharif,India,Asia,Medium,Temperate,South-East Asia,0.276122741,0.394174248,0.266538659,0.384634485,Low,0.340394229,0.407315985,0.331466815,Moderate,0.403538428,0.370672389,0.414219323,0.376007039,0.448463111,Moderate,0.314755815,0.347269154,0.312988258,Low,0.354203999
132,Bikaner,India,Asia,Medium,Arid,South-East Asia,0.111132417,0.16376138,0.111275163,0.163969794,Exceptionally Low,0.186888727,0.231583086,0.187200037,Very Low,0.232200161,0.177243145,0.212814411,0.177214667,0.212579707,Very Low,0.171815894,0.210748841,0.171795422,Very Low,0.21044609
133,Bilaspur,India,Asia,Medium,Tropical,South-East Asia,0.232681809,0.35077443,0.223702729,0.341050885,Low,0.305984675,0.37974901,0.301713744,Low,0.369705867,0.288524328,0.353746746,0.282347841,0.347296076,Low,0.303659573,0.353726411,0.298474663,Low,0.338154858
134,Bilbao,Spain,Europe,Very high,Temperate,Europe,0.326755496,0.341855389,0.219497163,0.310618789,Low,0.347167979,0.415196693,0.316810158,Low,0.380327915,0.371384308,0.423629631,0.338508083,0.3900381,Low,0.33992916,0.393404512,0.313253825,Low,0.36131856
135,Binhai,China,Asia,High,Continental,Western Pacific,0.067017665,0.123028273,0.063407554,0.116050177,Exceptionally Low,0.13411425,0.186528279,0.131595421,Exceptionally Low,0.169832442,0.153639165,0.267280402,0.146948264,0.251247573,Very Low,0.114303953,0.187988094,0.113070978,Exceptionally Low,0.182823686
136,Birmingham,United Kingdom,Europe,Very high,Temperate,Europe,0.380898553,0.410290878,0.177990537,0.381924339,Low,0.383163426,0.418417869,0.357933957,Low,0.391403326,0.35849722,0.428611993,0.338768738,0.406040296,Moderate,0.360648031,0.440173438,0.333627875,Moderate,0.413974436
137,Bishkek,Kyrgyzstan,Asia,Medium,Arid,Europe,0.238036096,0.314089078,0.221368526,0.288048633,Very Low,0.237415534,0.321803958,0.22200883,Very Low,0.299441912,0.225809401,0.300752343,0.209209103,0.282440751,Very Low,0.225417808,0.313007037,0.214767226,Very Low,0.297931397
138,Bissau,Guinea-Bissau,Africa,Low,Tropical,Africa,0.274556114,0.379679893,0.273448753,0.379658585,Low,0.294683512,0.372189359,0.295680238,Low,0.373512643,0.26392036,0.355230389,0.264224091,0.356381552,Low,0.258587703,0.350801258,0.258733357,Low,0.350008464
139,Bitola,Macedonia,Europe,High,Temperate,Europe,0.30724549,0.417649627,0.306330391,0.419808445,Moderate,0.308243885,0.408650135,0.30965826,Moderate,0.409756157,0.344167126,0.443949577,0.344093283,0.442518682,Moderate,0.30649457,0.409909114,0.30672833,Moderate,0.409192488
140,Blida,Algeria,Africa,High,Temperate,Africa,0.241104183,0.316533773,0.221353989,0.283222717,Very Low,0.282476328,0.329741058,0.26005389,Very Low,0.296401341,0.277067371,0.321623256,0.256173959,0.291254995,Very Low,0.257808129,0.325021395,0.240809562,Low,0.300379039
141,Bobo-Dioulasso,Burkina Faso,Africa,Low,Tropical,Africa,0.15829477,0.241972415,0.142552335,0.213598834,Very Low,0.234217762,0.308575084,0.234274012,Low,0.308793789,0.247164896,0.301343275,0.247543188,0.301890183,Low,0.246622162,0.302998041,0.246988806,Low,0.303548964
142,Bogota,Colombia,Latin America and the Caribbean,High,Temperate,Americas,0.226532649,0.27257538,0.208347604,0.256559876,Very Low,0.234272516,0.302582199,0.223798215,Very Low,0.289596717,0.26287827,0.293242067,0.251573986,0.279638328,Very Low,0.291300335,0.303332248,0.279661874,Very Low,0.288607219
143,Bogura,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.282029535,0.453057297,0.276237168,0.447228411,Moderate,0.445906261,0.520262071,0.44229549,High,0.507872754,0.410305874,0.477587462,0.409067104,0.47787607,Moderate,0.400407989,0.512694234,0.402934747,High,0.507147052
144,Bokaro,India,Asia,Medium,Tropical,South-East Asia,0.237674031,0.40316376,0.235773203,0.419532294,Moderate,0.26214485,0.307182903,0.279321942,Low,0.324496416,0.379106039,0.450089169,0.395630073,0.46451952,Moderate,0.333467469,0.482959531,0.354217534,High,0.510547442
145,Bordeaux,France,Europe,Very high,Temperate,Europe,0.319733236,0.336040834,0.214865934,0.300860133,Low,0.311348105,0.339877384,0.281980229,Low,0.314127945,0.359702106,0.404207221,0.326908251,0.368689647,Low,0.299519471,0.370365532,0.271397811,Low,0.339856162
146,Boston,United States of America,Northern America,Very high,Continental,Americas,0.292649082,0.418843375,0.265322602,0.380253568,Low,0.329695935,0.442199813,0.299921865,Moderate,0.402840306,0.303576536,0.414299501,0.268067875,0.372716002,Low,0.318459002,0.42818708,0.28143597,Low,0.390586626
147,Bouaké,Cote d'Ivoire,Africa,Low,Tropical,Africa,0.266573764,0.40609725,0.218262672,0.280704024,Very Low,0.293459851,0.40973107,0.292499092,Moderate,0.408906198,0.280602522,0.350368982,0.279689355,0.34882718,Low,0.267644252,0.378495023,0.266480563,Low,0.376256866
148,Bradenton,United States of America,Northern America,Very high,Temperate,Americas,0.314592452,0.331765341,0.317692026,0.334789342,Low,0.366065597,0.381084059,0.372837846,Low,0.389791007,0.361872055,0.384963029,0.368884506,0.394565941,Low,0.366565308,0.386471275,0.374368663,Low,0.394709598
149,Brahmanbaria,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.3623998,0.456929923,0.249179363,0.411341017,Moderate,0.395269764,0.464837466,0.386657775,Moderate,0.459352469,0.404260987,0.511459936,0.401033464,0.512867359,High,0.330853979,0.512959694,0.298574137,High,0.504999426
150,Brahmapur,India,Asia,Medium,Tropical,South-East Asia,0.338960207,0.455390724,0.235881827,0.410922966,Moderate,0.347145372,0.436754596,0.32551181,Low,0.392404254,0.400257146,0.485125366,0.375023641,0.449251084,Moderate,0.307236947,0.358951826,0.287266527,Low,0.316302652
151,Bratislava,Slovakia,Europe,Very high,Continental,Europe,0.313136994,0.406948398,0.207664656,0.407493825,Moderate,0.311468278,0.416307542,0.309729315,Moderate,0.420109935,0.322039621,0.428659393,0.325318515,0.433019135,Moderate,0.317596284,0.428603497,0.317931317,Moderate,0.432574059
152,Brazzaville,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.163902634,0.218917392,0.102094282,0.187498542,Exceptionally Low,0.184935737,0.255768433,0.126412281,Very Low,0.22841762,0.117920843,0.174692017,0.082312896,0.160258413,Exceptionally Low,0.227894406,0.249939306,0.156373306,Very Low,0.223401013
153,Bridgeport,United States of America,Northern America,Very high,Continental,Americas,0.310943787,0.399087189,0.319239391,0.40606438,Moderate,0.308081466,0.424103286,0.316110622,Moderate,0.437166486,0.307253826,0.426428904,0.3116154,0.439567233,Moderate,0.339228603,0.436237975,0.351241019,Moderate,0.449744881
154,Bridgetown,Barbados,Latin America and the Caribbean,Very high,Tropical,Americas,0.177020193,0.181116093,0.086603098,0.182999831,Exceptionally Low,0.322416719,0.373738736,0.323313297,Low,0.37496296,0.32382977,0.381186961,0.325700272,0.383123959,Low,0.329233078,0.357800949,0.32964367,Low,0.35729948
155,Brisbane,Australia,Oceania,Very high,Temperate,Western Pacific,0.358420825,0.382336463,0.33993805,0.364982978,Low,0.373513091,0.405526532,0.359211199,Low,0.387283021,0.322953732,0.374104403,0.31225333,0.359563602,Low,0.380448195,0.414849269,0.366915935,Low,0.399386797
156,Bristol,United Kingdom,Europe,Very high,Temperate,Europe,0.373493129,0.377186209,0.175809656,0.355855784,Low,0.369698216,0.429964975,0.346560309,Moderate,0.410660597,0.325121703,0.424660723,0.309888006,0.405232496,Moderate,0.386736682,0.436533673,0.366692478,Moderate,0.418267519
157,Brussels,Belgium,Europe,Very high,Temperate,Europe,0.315960676,0.394376075,0.197887812,0.333512516,Low,0.343919836,0.4262253,0.28467737,Low,0.363343924,0.346552569,0.416762559,0.287744697,0.359438822,Low,0.347332496,0.467044039,0.281270226,Moderate,0.401105616
